Wall time,Step,Value
1682394685.491307,0,12.405400276184082
1682394759.8946784,1,9.001075744628906
1682394833.3463008,2,7.794053554534912
1682394907.0800104,3,7.127291679382324
1682394979.0500243,4,6.668468475341797
1682395050.6087909,5,6.241092205047607
1682395121.3839486,6,5.9181132316589355
1682395193.002879,7,5.585188865661621
1682395264.2747447,8,5.313050746917725
1682395335.3073668,9,5.099679946899414
1682395408.4347394,10,4.830939769744873
1682395477.7166643,11,4.604781150817871
1682395546.5229828,12,4.387516021728516
1682395615.2361648,13,4.198902606964111
1682395684.288366,14,4.014464378356934
1682395753.9194987,15,3.8389759063720703
1682395823.0630264,16,3.6802587509155273
1682395892.7305856,17,3.526259183883667
1682395962.2070699,18,3.379094362258911
1682396031.3876948,19,3.242504596710205
1682396100.4224524,20,3.1145896911621094
1682396169.4368722,21,2.9865009784698486
1682396238.9845402,22,2.8729665279388428
1682396308.1907253,23,2.758263349533081
1682396377.2011397,24,2.652292490005493
1682396446.4043372,25,2.5520031452178955
1682396515.8395405,26,2.456730842590332
1682396585.3399422,27,2.3589606285095215
1682396655.074942,28,2.266540050506592
1682396724.135948,29,2.1777145862579346
1682396793.485078,30,2.0966956615448
1682396862.3430388,31,2.0213205814361572
1682396931.6081562,32,1.9434664249420166
1682397000.953865,33,1.8703957796096802
1682397070.0962245,34,1.8041372299194336
1682397139.2306066,35,1.7380796670913696
1682397208.0245996,36,1.675154685974121
1682397277.324,37,1.6162545680999756
1682397346.703702,38,1.5626461505889893
1682397416.14045,39,1.5041738748550415
1682397485.8047566,40,1.4557572603225708
1682397555.3615088,41,1.40571129322052
1682397625.1201365,42,1.3590431213378906
1682397694.840614,43,1.3126215934753418
1682397764.2887094,44,1.2696388959884644
1682397833.532106,45,1.2278633117675781
1682397902.714988,46,1.1867451667785645
1682397972.1390562,47,1.1486048698425293
1682398041.078689,48,1.1131190061569214
1682398109.9420297,49,1.0792769193649292
1682398178.7546463,50,1.0474586486816406
1682398247.8752155,51,1.0150326490402222
1682398317.1388187,52,0.9893226623535156
1682398386.6688063,53,0.95604407787323
1682398455.6396358,54,0.9257554411888123
1682398524.5022292,55,0.8972348570823669
1682398593.836366,56,0.8735114336013794
1682398662.6266694,57,0.8457369208335876
1682398731.5661917,58,0.819761335849762
1682398800.7267206,59,0.7974759340286255
1682398870.3190594,60,0.7745837569236755
1682398939.6790814,61,0.7547229528427124
1682399008.883352,62,0.7326210141181946
1682399078.0260544,63,0.7127469778060913
1682399147.5919468,64,0.6941514611244202
1682399217.2947543,65,0.6744168400764465
1682399286.9991531,66,0.6551311612129211
1682399356.4829829,67,0.6379876136779785
1682399425.8589897,68,0.621739387512207
1682399494.9619002,69,0.6074973940849304
1682399564.0577955,70,0.5922226309776306
1682399633.41298,71,0.5754194855690002
1682399702.5006971,72,0.5613428950309753
1682399771.9924264,73,0.5473300218582153
1682399841.6291032,74,0.5325011014938354
1682399910.6233644,75,0.5203641653060913
1682399980.0204,76,0.5058265924453735
1682400049.3228297,77,0.4934520125389099
1682400118.3614364,78,0.4831746518611908
1682400187.4444487,79,0.4700974225997925
1682400256.4474173,80,0.4603673815727234
1682400325.7537694,81,0.44876807928085327
1682400394.7489476,82,0.4382559359073639
1682400463.7259953,83,0.42630118131637573
1682400533.1516302,84,0.41646450757980347
1682400602.133325,85,0.4061150848865509
1682400671.10411,86,0.3970997631549835
1682400739.732326,87,0.388997882604599
1682400808.7639563,88,0.3811054229736328
1682400877.6828,89,0.3718545436859131
1682400946.814874,90,0.3632284998893738
1682401016.2305758,91,0.3547775447368622
1682401085.8380027,92,0.34820929169654846
1682401154.6205537,93,0.339928537607193
1682401224.3350935,94,0.33234459161758423
1682401293.3189213,95,0.32535088062286377
1682401362.6020308,96,0.31729578971862793
1682401431.5992346,97,0.3112255036830902
1682401500.5063329,98,0.3038599193096161
1682401569.5112448,99,0.29829296469688416
