Wall time,Step,Value
1682386843.0653937,0,14.089507102966309
1682386914.538988,1,10.16016674041748
1682386985.7851098,2,8.776216506958008
1682387057.0484674,3,8.05886459350586
1682387128.1592996,4,7.570755958557129
1682387199.6968029,5,7.146371841430664
1682387270.6019578,6,6.7902140617370605
1682387343.147763,7,6.37077522277832
1682387415.2685153,8,5.980838298797607
1682387488.085291,9,5.658463954925537
1682387566.2068706,10,5.344221115112305
1682387645.8503442,11,5.109525680541992
1682387722.6974976,12,4.905070781707764
1682387803.1456754,13,4.675926685333252
1682387883.453985,14,4.459981441497803
1682387963.1022937,15,4.2646589279174805
1682388042.7192595,16,4.112789154052734
1682388122.4227357,17,4.0590362548828125
1682388202.644954,18,3.8035101890563965
1682388283.0796444,19,3.6413373947143555
1682388362.757478,20,3.4736640453338623
1682388443.0480847,21,3.4374008178710938
1682388521.843031,22,3.225051164627075
1682388602.0006852,23,3.0790042877197266
1682388681.6401637,24,2.948519229888916
1682388759.679012,25,2.8320746421813965
1682388838.9465168,26,2.7311322689056396
1682388917.3848836,27,2.626418113708496
1682388994.5197122,28,2.5220417976379395
1682389074.035418,29,2.4301111698150635
1682389152.3375409,30,2.3391451835632324
1682389231.3603601,31,2.2544031143188477
1682389310.7668645,32,2.1718719005584717
1682389389.3906345,33,2.0944130420684814
1682389468.8247542,34,2.0204508304595947
1682389548.1733327,35,1.9542571306228638
1682389627.4788375,36,1.8866904973983765
1682389706.4172456,37,1.820605993270874
1682389785.4966834,38,1.7575786113739014
1682389864.5952141,39,1.698731541633606
1682389943.783064,40,1.643064260482788
1682390023.2082143,41,1.588117003440857
1682390102.9123173,42,1.537101149559021
1682390182.3324587,43,1.4867655038833618
1682390261.7812507,44,1.439442753791809
1682390341.3275335,45,1.3929131031036377
1682390420.7193696,46,1.3524049520492554
1682390500.1317728,47,1.3097013235092163
1682390579.729381,48,1.2680773735046387
1682390659.3152695,49,1.2291953563690186
1682390739.10365,50,1.1920613050460815
1682390818.771465,51,1.1558423042297363
1682390898.9337578,52,1.120648741722107
1682390978.0915747,53,1.0894287824630737
1682391057.3402944,54,1.057692050933838
1682391136.3341537,55,1.0261799097061157
1682391212.298885,56,0.9976181387901306
1682391291.30484,57,0.9689581990242004
1682391370.2035048,58,0.9405540227890015
1682391449.7759676,59,0.9154043793678284
1682391527.679774,60,0.8897484540939331
1682391607.3316596,61,0.8639629483222961
1682391687.1519825,62,0.8415336012840271
1682391766.5631158,63,0.8216657042503357
1682391846.1280065,64,0.8008458614349365
1682391925.3508933,65,0.7762110829353333
1682392000.842885,66,0.7533516883850098
1682392080.112423,67,0.7344366908073425
1682392159.704384,68,0.7151411175727844
1682392237.5484316,69,0.6969583034515381
1682392316.0006304,70,0.6796555519104004
1682392395.435897,71,0.6590427160263062
1682392475.1483278,72,0.6446946859359741
1682392555.1212907,73,0.6264122128486633
1682392634.7396946,74,0.6115899682044983
1682392715.098554,75,0.5951961874961853
1682392793.6517484,76,0.5825984477996826
1682392873.9808698,77,0.5671188831329346
1682392953.640527,78,0.5535943508148193
1682393033.6456404,79,0.5407437682151794
1682393113.33313,80,0.527387797832489
1682393193.5078998,81,0.5150429010391235
1682393272.5694025,82,0.5024157762527466
1682393351.8122249,83,0.4912765324115753
1682393431.3314588,84,0.47934776544570923
1682393510.3673136,85,0.470350444316864
1682393590.1421466,86,0.4562629163265228
1682393668.9464586,87,0.4464520215988159
1682393749.3814735,88,0.43783649802207947
1682393820.3522213,89,0.42549973726272583
1682393897.8559163,90,0.41572535037994385
1682393977.2654777,91,0.40858110785484314
1682394055.0814533,92,0.40354374051094055
1682394133.9961293,93,0.3920508027076721
1682394213.3027947,94,0.38294851779937744
1682394283.8667617,95,0.37539026141166687
1682394354.6817148,96,0.3653769791126251
1682394424.6234353,97,0.3576189875602722
1682394496.6410577,98,0.34953591227531433
1682394569.1542668,99,0.341023325920105
