score_run1,image_run1,score_run2,image_run2,score_run3,image_run3,score_run4,image_run4,score_run5,image_run5
0.7971188475390156,23,0.3482469348246935,27,0.7709720372836218,1,0.6278357689631177,12,0.5507094673179809,11
0.4824955994523763,27,0.17237468813789975,28,0.6041963015647226,11,0.4106334841628959,13,0.5532120209539564,12
0.42783300198807156,28,0.7300360638845955,3,0.7584810126582279,2,0.48362881328861207,14,0.549546279491833,14
0.39208410636982066,29,0.6990979381443299,32,0.3280565847086561,24,0.4812389826240242,17,0.5100478468899522,15
0.774375,31,0.7066939192641799,35,0.5933246921581335,26,0.5933246921581335,26,0.7563616675690309,20
0.7285336856010568,32,0.3789627271521422,36,0.43407663996536044,28,0.43407663996536044,28,0.7788259958071279,21
0.7151600753295668,34,0.4802825947334618,37,0.4057084607543323,29,0.6996825396825397,32,0.3632712668857247,25
0.7101298701298702,35,0.33972479133769456,40,0.707471264367816,30,0.7254901960784313,35,0.4431258396775638,27
0.722737819025522,43,0.7124087591240876,44,0.6209488022545796,33,0.48295454545454547,36,0.719369894982497,30
0.7617086978898611,44,0.4116595934777753,48,0.4614899984249488,36,0.6801736613603473,47,0.4778276033881415,36
0.5617880937029873,49,0.4171530479896239,49,0.5372731363431829,37,0.3947312058256586,48,0.4071904665724096,38
0.8591050066459902,5,0.41982346450901065,50,0.7180678123548537,45,0.5270359743985875,49,0.7589928057553957,44
0.4708953275907074,51,0.2744573297650907,52,0.5124411566913248,46,0.7924135056273447,5,0.5915057915057915,46
0.434816148110054,52,0.5376854599406529,53,0.7306878306878307,47,0.0,53,0.7955405973916702,5
0.8061165608770917,56,0.6941848390446521,54,0.7395715896279594,58,0.28548123980424145,60,0.521551724137931,52
0.8097491717936584,57,0.702354260089686,55,0.4156294312273515,61,0.4376386282204402,61,0.7471846846846847,54
0.3833384568090993,60,0.7447033898305084,56,0.3562855337965888,62,0.34217687074829933,62,0.8318254390633315,6
0.49064483795522884,63,0.7200656096227447,58,0.5030542579949695,63,0.5186203105675415,64,0.39256449165402124,61
0.7323498419388831,66,0.21263440860215055,62,0.5388620777241554,65,0.7258147956544232,66,0.7601736299511666,66
0.7855450236966824,70,0.5435409457900807,64,0.7354838709677419,66,0.750269687162891,7,0.7734513274336283,69
0.7613574165298304,71,0.6830814236957582,66,0.7614360162130863,69,0.7478897017445132,70,0.7650056625141562,7
0.6361348766985405,8,0.732480195003047,68,0.7836919592298981,71,0.42115522724941007,9,0.7426650366748166,8
