RF_run1,filename_run1,RF_run2,filename_run2,RF_run3,filename_run3,RF_run4,filename_run4,RF_run5,filename_run5
0.923076923076923,23.png,0.9333333333333333,27.png,0.7580645161290323,1.png,0.576271186440678,12.png,0.8524590163934426,11.png
0.9333333333333333,27.png,0.3448275862068966,28.png,0.8888888888888888,11.png,0.9090909090909091,13.png,0.6296296296296295,12.png
0.3448275862068966,28.png,0.8546255506607928,3.png,0.5445544554455445,2.png,0.6666666666666665,14.png,0.6285714285714286,14.png
0.28571428571428575,29.png,0.956989247311828,32.png,0.19999999999999998,24.png,0.896551724137931,17.png,0.8333333333333333,15.png
0.5384615384615384,31.png,0.824074074074074,35.png,0.7000000000000001,26.png,0.631578947368421,26.png,0.9387755102040816,20.png
0.9340659340659341,32.png,0.7027027027027027,36.png,0.2857142857142857,28.png,0.3448275862068966,28.png,0.9486166007905139,21.png
0.865546218487395,34.png,0.9047619047619048,37.png,0.3076923076923077,29.png,0.956989247311828,32.png,0.6,25.png
0.736318407960199,35.png,0.8,40.png,0.9116279069767442,30.png,0.8558558558558559,35.png,0.896551724137931,27.png
0.883248730964467,43.png,0.9581749049429658,44.png,0.8362068965517241,33.png,0.7692307692307692,36.png,0.9158878504672897,30.png
0.937984496124031,44.png,0.45714285714285713,48.png,0.8205128205128205,36.png,0.8955223880597015,47.png,0.7567567567567567,36.png
0.417910447761194,49.png,0.3170731707317073,49.png,0.8717948717948718,37.png,0.5517241379310345,48.png,0.4444444444444444,38.png
0.8275862068965517,5.png,0.20408163265306123,50.png,0.9333333333333335,45.png,0.3611111111111111,49.png,0.962121212121212,44.png
0.4230769230769231,51.png,0.47619047619047616,52.png,0.6201550387596898,46.png,0.8061538461538461,5.png,0.7555555555555556,46.png
0.6470588235294118,52.png,0.1111111111111111,53.png,0.8962962962962963,47.png,0.21428571428571427,53.png,0.807570977917981,5.png
0.946938775510204,56.png,0.9613733905579399,54.png,0.9561403508771931,58.png,0.4210526315789474,60.png,0.7333333333333334,52.png
0.7310924369747899,57.png,0.963963963963964,55.png,0.45454545454545453,61.png,0.64,61.png,0.961038961038961,54.png
0.4210526315789474,60.png,0.9593495934959351,56.png,0.8750000000000001,62.png,0.75,62.png,0.9212598425196851,6.png
0.2,63.png,0.9557522123893805,58.png,0.2857142857142857,63.png,0.8837209302325583,64.png,0.5454545454545454,61.png
0.9387755102040817,66.png,0.6666666666666667,62.png,0.13793103448275862,65.png,0.934959349593496,66.png,0.9224489795918367,66.png
0.9209302325581395,70.png,0.909090909090909,64.png,0.934959349593496,66.png,0.8711111111111111,7.png,0.9537037037037037,69.png
0.927038626609442,71.png,0.9344262295081968,66.png,0.9589041095890412,69.png,0.9357798165137614,70.png,0.8660714285714286,7.png
0.8457711442786069,8.png,0.9154228855721392,68.png,0.9539748953974895,71.png,0.7272727272727272,9.png,0.875,8.png
